;ID_exp;date_exp;description;Kheight;Kx;Ky;Kz;tilx;tily;tilz;rotation;ID_subject;x;y;height;time;joints;pitch;yaw;roll;body_length;posture;re_body_angle;origin_x;origin_y;diff_re_body_angle;shr_x;shr_y;shl_x;shl_y;sp_x;sp_y
1879;AW_171220;2020-12-17 05:12:19.535554;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.394;4.422;1.259;05:12:19.5355548;{'SpineBase': [0.3990248, 0.485234916, 4.50335932], 'SpineMid': [0.394011, 0.685300052, 4.42210054], 'Neck': [0.384912878, 0.8811316, 4.33706045], 'Head': [0.426166922, 0.9921278, 4.308925], 'ShoulderLeft': [0.281571448, 0.768936157, 4.29141665], 'ElbowLeft': [0.211702555, 0.559173346, 4.357692], 'ShoulderRight': [0.5100231, 0.805496037, 4.430034], 'HipLeft': [0.349469841, 0.475675374, 4.462212], 'KneeLeft': [0.1495389, 0.577931, 4.34203768], 'AnkleLeft': [0.1606166, 0.30512324, 4.411952], 'HipRight': [0.443910062, 0.489122182, 4.491868], 'KneeRight': [0.345474184, 0.6444358, 4.30775261], 'AnkleRight': [0.41355592, 0.381008953, 4.38069057], 'SpineShoulder': [0.3852606, 0.832719564, 4.358807], 'HandTipLeft': [0.2343631, 0.247302368, 4.423359], 'ThumbLeft': [0.234350324, 0.2772572, 4.390143]};-15;-15;0;0.377;Undefined;-121.250;-0.394;4.422;13.750;-0.510;4.430;-0.282;4.291;-0.385;4.359
1880;AW_171220;2020-12-17 05:12:19.736019;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.490;4.421;1.262;05:12:19.7360192;{'SpineBase': [0.49006, 0.483713269, 4.49503565], 'SpineMid': [0.489715219, 0.687806368, 4.42070341], 'Neck': [0.48606053, 0.886624, 4.33549643], 'Head': [0.5222029, 0.9937876, 4.30186367], 'ShoulderLeft': [0.371718824, 0.77110523, 4.28977], 'ElbowLeft': [0.306731373, 0.561921239, 4.361687], 'WristLeft': [0.307586, 0.352228761, 4.37852526], 'HandLeft': [0.317008, 0.282479674, 4.406683], 'ShoulderRight': [0.60308, 0.801142, 4.424676], 'HipLeft': [0.4400617, 0.475757539, 4.452099], 'KneeLeft': [0.257850558, 0.625354469, 4.36721945], 'FootLeft': [0.340540349, 0.200682566, 4.43940353], 'HipRight': [0.534073055, 0.4863883, 4.48509932], 'KneeRight': [0.457092822, 0.6564961, 4.304555], 'AnkleRight': [0.482283622, 0.381621361, 4.363745], 'SpineShoulder': [0.486870378, 0.8379299, 4.35887051], 'HandTipLeft': [0.331656754, 0.219455585, 4.431682], 'ThumbLeft': [0.336246729, 0.263323456, 4.39719963]};-15;-20;5;0.380;Undefined;-120.250;-0.490;4.421;14.750;-0.603;4.425;-0.372;4.290;-0.487;4.359
1881;AW_171220;2020-12-17 05:12:19.971341;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.541;4.392;1.259;05:12:19.9713415;{'SpineBase': [0.5229977, 0.4846656, 4.46598673], 'SpineMid': [0.5406395, 0.6842485, 4.39211226], 'Neck': [0.5580917, 0.8798942, 4.30737925], 'Head': [0.59509325, 0.988615155, 4.27379942], 'ShoulderLeft': [0.4329141, 0.7712669, 4.28018], 'ElbowLeft': [0.363108039, 0.561441, 4.346706], 'WristLeft': [0.3676526, 0.362995654, 4.34908533], 'HandLeft': [0.36863628, 0.27990222, 4.36397839], 'ShoulderRight': [0.6968381, 0.791919351, 4.390173], 'HipLeft': [0.46813, 0.482768357, 4.42561769], 'FootLeft': [0.341846019, 0.214478463, 4.37228632], 'HipRight': [0.5726558, 0.4812305, 4.453215], 'KneeRight': [0.577798367, 0.6857788, 4.287717], 'AnkleRight': [0.575594842, 0.411556035, 4.35430574], 'SpineShoulder': [0.5538612, 0.8316, 4.33037233], 'HandTipLeft': [0.387326628, 0.2286926, 4.37767029], 'ThumbLeft': [0.38350606, 0.256187171, 4.346728]};-15;-20;10;0.374;Undefined;-112.620;-0.541;4.392;22.380;-0.697;4.390;-0.433;4.280;-0.554;4.330
1882;AW_171220;2020-12-17 05:12:20.173838;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.579;4.355;1.300;05:12:20.1738381;{'SpineBase': [0.579673, 0.4869999, 4.46600962], 'SpineMid': [0.578981042, 0.6700385, 4.354536], 'Neck': [0.579528749, 0.851646662, 4.24003458], 'Head': [0.6167967, 0.9633748, 4.211877], 'ShoulderLeft': [0.46081993, 0.739447951, 4.21252728], 'ElbowLeft': [0.385293335, 0.5481525, 4.27982759], 'WristLeft': [0.379327, 0.3533639, 4.30084324], 'ShoulderRight': [0.718224466, 0.7658493, 4.32689762], 'HipLeft': [0.522404432, 0.478654832, 4.42650461], 'KneeLeft': [0.325847119, 0.5282811, 4.26224232], 'FootLeft': [0.3923675, 0.178268164, 4.325237], 'HipRight': [0.629812956, 0.489988983, 4.453378], 'KneeRight': [0.5474081, 0.506809, 4.197808], 'SpineShoulder': [0.5786049, 0.808230162, 4.27330256], 'HandTipLeft': [0.401576549, 0.21522589, 4.300067], 'ThumbLeft': [0.374254465, 0.268875539, 4.31900024]};-15;-15;5;0.375;Undefined;-113.960;-0.579;4.355;21.040;-0.718;4.327;-0.461;4.213;-0.579;4.273
1883;AW_171220;2020-12-17 05:12:20.375261;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.574;4.269;1.397;05:12:20.3752619;{'SpineBase': [0.590232551, 0.464592665, 4.38212252], 'SpineMid': [0.574086666, 0.645754457, 4.26861572], 'Neck': [0.556806564, 0.8234578, 4.1458], 'Head': [0.5936011, 0.9377348, 4.111973], 'ShoulderLeft': [0.442053169, 0.7067949, 4.115235], 'ElbowLeft': [0.3769173, 0.5273277, 4.16838169], 'WristLeft': [0.377204031, 0.295567751, 4.18531942], 'HandLeft': [0.380743951, 0.211873114, 4.20310545], 'ShoulderRight': [0.691721857, 0.728990138, 4.213965], 'HipLeft': [0.5280741, 0.453806132, 4.344422], 'KneeLeft': [0.337809831, 0.5032597, 4.17145348], 'AnkleLeft': [0.394433856, 0.156680673, 4.25595474], 'FootLeft': [0.423677385, 0.08355561, 4.167798], 'HipRight': [0.6460049, 0.469854921, 4.366331], 'SpineShoulder': [0.561389565, 0.7795698, 4.17821169], 'HandTipLeft': [0.3855396, 0.163111091, 4.22747326], 'ThumbLeft': [0.4058228, 0.180193037, 4.17833328]};-25;-35;15;0.376;Undefined;-111.580;-0.574;4.269;23.420;-0.692;4.214;-0.442;4.115;-0.561;4.178
1884;AW_171220;2020-12-17 05:12:20.607705;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.525;4.083;1.397;05:12:20.6077054;{'SpineBase': [0.512182653, 0.3795084, 4.13242865], 'SpineMid': [0.5251642, 0.584824562, 4.082593], 'Neck': [0.5398704, 0.79246074, 4.034886], 'Head': [0.572457, 0.9136855, 4.000968], 'ShoulderLeft': [0.428045481, 0.6811546, 3.997625], 'ElbowLeft': [0.358268619, 0.471077263, 4.06352], 'WristLeft': [0.368070751, 0.249604389, 4.09652758], 'HandLeft': [0.373027235, 0.173116088, 4.12564945], 'ShoulderRight': [0.6726496, 0.695421, 4.10834], 'HipLeft': [0.450967461, 0.381763577, 4.08428335], 'AnkleLeft': [0.353732526, 0.236780435, 4.17745972], 'HipRight': [0.5668753, 0.372430474, 4.128044], 'SpineShoulder': [0.5358086, 0.73936826, 4.0464015], 'HandTipLeft': [0.378370374, 0.126042888, 4.147677], 'ThumbLeft': [0.3982395, 0.171436772, 4.09640026]};-15;-35;10;0.371;Undefined;-114.350;-0.525;4.083;20.650;-0.673;4.108;-0.428;3.998;-0.536;4.046
1885;AW_171220;2020-12-17 05:12:20.835330;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.542;4.028;1.401;05:12:20.8353309;{'SpineBase': [0.5326057, 0.3692998, 4.084299], 'SpineMid': [0.5422143, 0.5747405, 4.02841139], 'Neck': [0.550745845, 0.776461959, 3.96316576], 'Head': [0.5814146, 0.897501349, 3.915305], 'ShoulderLeft': [0.440651745, 0.662771165, 3.92961264], 'ElbowLeft': [0.372058958, 0.4560484, 4.00477648], 'WristLeft': [0.383564681, 0.2274209, 4.03973532], 'HandLeft': [0.386070758, 0.180334523, 4.05581856], 'ShoulderRight': [0.6894994, 0.693573654, 4.042472], 'HipLeft': [0.477504075, 0.368348539, 4.04110765], 'AnkleLeft': [0.354899049, 0.19788897, 4.1244297], 'HipRight': [0.581058443, 0.3651893, 4.074323], 'SpineShoulder': [0.548778951, 0.7266057, 3.98119783], 'HandTipLeft': [0.3953535, 0.1265165, 4.089871], 'ThumbLeft': [0.404957443, 0.147559941, 4.04922247]};0;0;0;0.372;Undefined;-114.400;-0.542;4.028;20.600;-0.689;4.042;-0.441;3.930;-0.549;3.981
1886;AW_171220;2020-12-17 05:12:21.070482;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.577;3.980;1.471;05:12:21.0704824;{'SpineBase': [0.5698735, 0.353046864, 4.0337925], 'SpineMid': [0.5769617, 0.5560357, 3.98048139], 'Neck': [0.5857939, 0.7562702, 3.91855216], 'Head': [0.6166083, 0.8749145, 3.88043], 'ShoulderLeft': [0.471038759, 0.648135066, 3.88947415], 'ElbowLeft': [0.407298654, 0.4404609, 3.96603036], 'WristLeft': [0.420591056, 0.210445583, 3.99223518], 'HandLeft': [0.4335425, 0.114070855, 4.01562166], 'ShoulderRight': [0.73099345, 0.66501385, 3.98551035], 'HipLeft': [0.5119292, 0.3571714, 3.99191117], 'AnkleLeft': [0.436748028, 0.0769593641, 4.06389952], 'HipRight': [0.6206173, 0.344224125, 4.02322769], 'SpineShoulder': [0.5835474, 0.70671314, 3.935703], 'HandTipLeft': [0.447141856, 0.0511752479, 4.05316162], 'ThumbLeft': [0.4579407, 0.101449527, 3.97655582]};-10;-30;5;0.367;Undefined;-110.280;-0.577;3.980;24.720;-0.731;3.986;-0.471;3.889;-0.584;3.936
1887;AW_171220;2020-12-17 05:12:21.271303;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.607;3.946;1.286;05:12:21.2713031;{'SpineBase': [0.6253036, 0.349009246, 4.02155542], 'SpineMid': [0.607015431, 0.546021461, 3.945658], 'Neck': [0.6083727, 0.741521239, 3.87058449], 'Head': [0.646474063, 0.8642544, 3.822293], 'ShoulderLeft': [0.488330632, 0.6357797, 3.84470081], 'ElbowLeft': [0.42163226, 0.428393, 3.919874], 'WristLeft': [0.4286136, 0.196931854, 3.93748546], 'HandLeft': [0.42896536, 0.138782591, 3.94297385], 'ShoulderRight': [0.754844964, 0.6519225, 3.93809462], 'HipLeft': [0.571365237, 0.348145068, 3.98807216], 'KneeLeft': [0.358646423, 0.223497882, 3.93881822], 'HipRight': [0.671263933, 0.344210356, 4.00400257], 'KneeRight': [0.822868466, 0.257222056, 4.13806152], 'FootRight': [0.797665834, 0.09326994, 4.13838959], 'SpineShoulder': [0.6080407, 0.6933451, 3.89262247], 'HandTipLeft': [0.4479302, 0.08791322, 3.962857], 'ThumbLeft': [0.4554715, 0.117183983, 3.91900015]};0;0;0;0.368;Undefined;-109.310;-0.607;3.946;25.690;-0.755;3.938;-0.488;3.845;-0.608;3.893
1888;AW_171220;2020-12-17 05:12:21.502685;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.609;3.886;1.295;05:12:21.5026854;{'SpineBase': [0.6116918, 0.32783246, 3.9695003], 'SpineMid': [0.608719349, 0.52094996, 3.88599873], 'Neck': [0.599375367, 0.7026958, 3.77345514], 'Head': [0.6354381, 0.8248372, 3.73802853], 'ShoulderLeft': [0.4767306, 0.600103855, 3.74972153], 'ElbowLeft': [0.4102217, 0.390754938, 3.82008266], 'WristLeft': [0.41560328, 0.161540732, 3.85254645], 'HandLeft': [0.4001249, 0.123327978, 3.86382341], 'ShoulderRight': [0.7427277, 0.6243338, 3.85520744], 'HipLeft': [0.5470274, 0.320324183, 3.920737], 'AnkleLeft': [0.4564836, -0.0321247764, 3.96519113], 'FootLeft': [0.4192746, 0.0183137991, 3.87956548], 'HipRight': [0.6674664, 0.331495851, 3.96807456], 'KneeRight': [0.847072959, 0.264376044, 4.08085871], 'FootRight': [0.798826635, 0.0660938248, 4.070664], 'SpineShoulder': [0.602425456, 0.6579352, 3.804284], 'HandTipLeft': [0.411419868, 0.0647756, 3.87316513], 'ThumbLeft': [0.414554834, 0.089435, 3.84340024]};0;0;0;0.369;Undefined;-111.630;-0.609;3.886;23.370;-0.743;3.855;-0.477;3.750;-0.602;3.804
1889;AW_171220;2020-12-17 05:12:21.704195;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.571;3.779;1.308;05:12:21.7041951;{'SpineBase': [0.594448864, 0.30199945, 3.883812], 'SpineMid': [0.5708512, 0.489932865, 3.77915835], 'Neck': [0.545358241, 0.674089, 3.66525483], 'Head': [0.584971249, 0.7940672, 3.62737036], 'ShoulderLeft': [0.427514136, 0.557811439, 3.63468647], 'ElbowLeft': [0.360375375, 0.3502269, 3.70849848], 'WristLeft': [0.3700719, 0.12179812, 3.7438283], 'HandLeft': [0.374721676, 0.0678931549, 3.7464354], 'ShoulderRight': [0.6947266, 0.59533596, 3.74872041], 'HipLeft': [0.541119158, 0.287579745, 3.84207344], 'KneeLeft': [0.321710467, 0.246220708, 3.709251], 'AnkleLeft': [0.3954385, -0.009613891, 3.82483363], 'FootLeft': [0.435861677, -0.08227735, 3.787447], 'HipRight': [0.6400147, 0.312554032, 3.87249231], 'KneeRight': [0.764240861, 0.158067808, 3.98007536], 'SpineShoulder': [0.5520389, 0.6286684, 3.695336], 'HandTipLeft': [0.397755831, 0.0132430214, 3.760334], 'ThumbLeft': [0.3959338, 0.0601488538, 3.71759987]};-15;-35;5;0.380;Undefined;-113.110;-0.571;3.779;21.890;-0.695;3.749;-0.428;3.635;-0.552;3.695
1890;AW_171220;2020-12-17 05:12:21.937564;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.485;3.629;1.311;05:12:21.9375646;{'SpineBase': [0.460049719, 0.2502662, 3.69676447], 'SpineMid': [0.484778434, 0.452365965, 3.629452], 'Neck': [0.5101341, 0.654690146, 3.56528282], 'Head': [0.5480455, 0.774508, 3.52805], 'ShoulderLeft': [0.40044865, 0.5392852, 3.53269744], 'ElbowLeft': [0.329879522, 0.333300143, 3.60752439], 'WristLeft': [0.327712983, 0.14644061, 3.634278], 'HandLeft': [0.338090241, 0.0724923462, 3.656416], 'ShoulderRight': [0.6607285, 0.570041, 3.649399], 'HandRight': [0.710194945, 0.118178867, 3.849631], 'HipLeft': [0.408267468, 0.2494374, 3.65318584], 'KneeLeft': [0.333968639, 0.0226474516, 3.681715], 'AnkleLeft': [0.377912343, -0.184518471, 3.85952663], 'FootLeft': [0.378029466, -0.09897879, 3.7549324], 'HipRight': [0.5052729, 0.2475328, 3.68771839], 'KneeRight': [0.7073609, 0.160516277, 3.86011457], 'SpineShoulder': [0.506381452, 0.6045054, 3.58247614], 'HandTipLeft': [0.347858816, 0.01629713, 3.67605281], 'ThumbLeft': [0.363408446, 0.03230285, 3.643], 'HandTipRight': [0.708081841, 0.0562413633, 3.839309], 'ThumbRight': [0.724726856, 0.12445119, 3.84499979]};-15;-40;10;0.375;Undefined;-114.150;-0.485;3.629;20.850;-0.661;3.649;-0.400;3.533;-0.506;3.582
1891;AW_171220;2020-12-17 05:12:22.137988;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.506;3.569;1.304;05:12:22.1379887;{'SpineBase': [0.5015013, 0.235525042, 3.63712168], 'SpineMid': [0.506067336, 0.436599, 3.56915355], 'Neck': [0.5109745, 0.633391, 3.49126315], 'Head': [0.550069749, 0.7545637, 3.456338], 'ShoulderLeft': [0.4074286, 0.517019868, 3.458042], 'ElbowLeft': [0.338276118, 0.31463778, 3.54178262], 'WristLeft': [0.354269683, 0.08775441, 3.58248878], 'HandLeft': [0.372352839, 0.0188552849, 3.6124227], 'ShoulderRight': [0.6560471, 0.553780854, 3.579223], 'HandRight': [0.716780365, 0.130944818, 3.78778362], 'HipLeft': [0.44954282, 0.231682166, 3.58674288], 'KneeLeft': [0.2899431, 0.0562043861, 3.62446427], 'FootLeft': [0.377058178, -0.09171909, 3.689385], 'HipRight': [0.5462465, 0.23597376, 3.63489223], 'SpineShoulder': [0.5100005, 0.5848304, 3.51258254], 'HandTipLeft': [0.39102897, -0.0285702478, 3.63446522], 'ThumbLeft': [0.3919363, -0.00509671355, 3.601], 'HandTipRight': [0.7148316, 0.0668285, 3.796885], 'ThumbRight': [0.7246721, 0.117716826, 3.78220034]};-20;-40;10;0.371;Undefined;-115.990;-0.506;3.569;19.010;-0.656;3.579;-0.407;3.458;-0.510;3.513
1892;AW_171220;2020-12-17 05:12:22.369368;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.561;3.536;1.322;05:12:22.3693688;{'SpineBase': [0.574573338, 0.213868037, 3.62122965], 'SpineMid': [0.5609709, 0.411473721, 3.53639841], 'Neck': [0.5517471, 0.6059061, 3.44065571], 'Head': [0.5944662, 0.72792834, 3.39979959], 'ShoulderLeft': [0.436328351, 0.489697844, 3.41156268], 'ElbowLeft': [0.374967277, 0.2814592, 3.48785353], 'WristLeft': [0.385604471, 0.0592424721, 3.52079034], 'HandLeft': [0.3988406, -0.0149004888, 3.54573274], 'ShoulderRight': [0.700357, 0.519042253, 3.52474356], 'WristRight': [0.738807559, 0.114891656, 3.72239161], 'HandRight': [0.7484678, 0.05384256, 3.73662424], 'HipLeft': [0.510893345, 0.201972485, 3.57648778], 'KneeLeft': [0.342756033, 0.0213618875, 3.55262876], 'FootLeft': [0.438925, -0.133712113, 3.59091449], 'HipRight': [0.633824468, 0.224629968, 3.61584568], 'KneeRight': [0.7750443, 0.124943882, 3.751849], 'SpineShoulder': [0.553989232, 0.558455765, 3.46667], 'HandTipLeft': [0.4081817, -0.06702198, 3.56790566], 'ThumbLeft': [0.422521532, -0.0137661817, 3.51177764], 'HandTipRight': [0.753522158, -0.00559025956, 3.767198], 'ThumbRight': [0.762176454, 0.06720442, 3.7285]};-25;-35;20;0.378;Undefined;-113.200;-0.561;3.536;21.800;-0.700;3.525;-0.436;3.412;-0.554;3.467
1893;AW_171220;2020-12-17 05:12:22.569970;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.598;3.507;1.331;05:12:22.5699700;{'SpineBase': [0.6183702, 0.227449492, 3.60873318], 'SpineMid': [0.5977121, 0.4131269, 3.5068047], 'Neck': [0.577594638, 0.594249964, 3.393112], 'Head': [0.621604741, 0.7179425, 3.35174513], 'ShoulderLeft': [0.4563461, 0.484077722, 3.36812854], 'ElbowLeft': [0.389831483, 0.276644439, 3.44286132], 'WristLeft': [0.402044743, 0.04712742, 3.4708643], 'HandLeft': [0.396950036, -0.003823046, 3.473728], 'ShoulderRight': [0.729911149, 0.499670029, 3.47373724], 'ElbowRight': [0.76038754, 0.3114655, 3.59566712], 'WristRight': [0.7772878, 0.09138148, 3.660297], 'HandRight': [0.7747754, 0.0205377769, 3.67647], 'HipLeft': [0.5524008, 0.209044546, 3.564313], 'KneeLeft': [0.383032739, 0.0482273921, 3.4561832], 'AnkleLeft': [0.426590323, -0.194807172, 3.58550477], 'FootLeft': [0.432351351, -0.09019471, 3.508681], 'HipRight': [0.67702955, 0.242449209, 3.59965754], 'KneeRight': [0.824105263, 0.10308411, 3.69831944], 'SpineShoulder': [0.582786262, 0.5496332, 3.42343879], 'HandTipLeft': [0.384890944, -0.05396159, 3.51091123], 'ThumbLeft': [0.427344173, -0.01956822, 3.44780016], 'HandTipRight': [0.7760666, -0.0366142429, 3.70426345], 'ThumbRight': [0.779464364, 0.0266736783, 3.675778]};-20;-40;10;0.373;Undefined;-111.110;-0.598;3.507;23.890;-0.730;3.474;-0.456;3.368;-0.583;3.423
1894;AW_171220;2020-12-17 05:12:22.770653;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.610;3.445;1.302;05:12:22.7706535;{'SpineBase': [0.6325956, 0.206901789, 3.55199957], 'SpineMid': [0.6100202, 0.3924594, 3.44508743], 'Neck': [0.586648047, 0.573634, 3.32882786], 'Head': [0.6287006, 0.6978127, 3.286253], 'ShoulderLeft': [0.463858336, 0.46428743, 3.30391121], 'ElbowLeft': [0.394490331, 0.258303672, 3.37989426], 'WristLeft': [0.395159781, 0.0287639387, 3.409939], 'HandLeft': [0.3930274, -0.0276326612, 3.41403055], 'ShoulderRight': [0.7399388, 0.481990367, 3.406804], 'ElbowRight': [0.774029255, 0.305131644, 3.54214931], 'HandRight': [0.79523164, 0.01505591, 3.61467957], 'HipLeft': [0.5708451, 0.192657366, 3.50962329], 'KneeLeft': [0.356299847, 0.100230165, 3.40018463], 'AnkleLeft': [0.391600072, -0.169553891, 3.47143531], 'HipRight': [0.6849368, 0.217691153, 3.541499], 'KneeRight': [0.8223602, 0.061008364, 3.63109136], 'SpineShoulder': [0.5927191, 0.528968453, 3.359591], 'HandTipLeft': [0.397142053, -0.08084025, 3.43102813], 'ThumbLeft': [0.416269839, -0.0498042963, 3.3883], 'HandTipRight': [0.789823055, -0.0464195572, 3.642899], 'ThumbRight': [0.787524164, -0.0002044438, 3.58371449]};-25;-35;20;0.377;Undefined;-110.440;-0.610;3.445;24.560;-0.740;3.407;-0.464;3.304;-0.593;3.360
1895;AW_171220;2020-12-17 05:12:22.976294;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.592;3.341;1.316;05:12:22.9762945;{'SpineBase': [0.618966043, 0.154633641, 3.44430375], 'SpineMid': [0.59214896, 0.3457256, 3.34110951], 'Neck': [0.5638662, 0.533198059, 3.229258], 'Head': [0.6070882, 0.659924, 3.19179225], 'ShoulderLeft': [0.441981256, 0.423743248, 3.20699525], 'ElbowLeft': [0.37924096, 0.210430115, 3.26955152], 'WristLeft': [0.3811376, -0.0153904017, 3.3168695], 'HandLeft': [0.377997428, -0.07544759, 3.322636], 'ShoulderRight': [0.7209654, 0.443139553, 3.31232429], 'ElbowRight': [0.7548968, 0.2696833, 3.45149946], 'WristRight': [0.7773544, 0.0509944521, 3.518476], 'HandRight': [0.771747053, -0.0611701831, 3.53920722], 'HipLeft': [0.5614117, 0.142580435, 3.4034102], 'KneeLeft': [0.338229179, 0.0552619, 3.31325173], 'FootLeft': [0.432682872, -0.18317157, 3.33720946], 'HipRight': [0.667119145, 0.164329231, 3.43292427], 'KneeRight': [0.8059152, 0.0393505767, 3.55290413], 'SpineShoulder': [0.571216643, 0.486891061, 3.258867], 'HandTipLeft': [0.385304034, -0.13273555, 3.3419826], 'ThumbLeft': [0.4033707, -0.101426274, 3.3], 'HandTipRight': [0.757845044, -0.113136746, 3.57150388], 'ThumbRight': [0.7858374, -0.07805434, 3.5354445]};-20;-35;10;0.383;Undefined;-110.680;-0.592;3.341;24.320;-0.721;3.312;-0.442;3.207;-0.571;3.259
1896;AW_171220;2020-12-17 05:12:23.204697;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.545;3.205;1.323;05:12:23.2046978;{'SpineBase': [0.5704953, 0.124043435, 3.30506659], 'SpineMid': [0.545395851, 0.3163414, 3.205453], 'Neck': [0.5189523, 0.504761934, 3.096362], 'Head': [0.5607516, 0.6292181, 3.05530334], 'ShoulderLeft': [0.398259461, 0.3896821, 3.067532], 'ElbowLeft': [0.3327659, 0.179403156, 3.135937], 'WristLeft': [0.3436682, -0.04918924, 3.16913486], 'HandLeft': [0.34490943, -0.106988519, 3.171121], 'ShoulderRight': [0.6753544, 0.4169624, 3.18200564], 'ElbowRight': [0.7117582, 0.235460877, 3.31106949], 'WristRight': [0.7286048, 0.0178543869, 3.38254166], 'HandRight': [0.7238877, -0.06783975, 3.40872478], 'HipLeft': [0.508172, 0.109670624, 3.262102], 'KneeLeft': [0.313242167, -0.0279904213, 3.16999173], 'FootLeft': [0.3645242, -0.187063649, 3.23231363], 'HipRight': [0.6237606, 0.136345223, 3.29549837], 'SpineShoulder': [0.525803566, 0.458250374, 3.125368], 'HandTipLeft': [0.3604983, -0.160097316, 3.18998051], 'ThumbLeft': [0.3673996, -0.123892233, 3.145231], 'HandTipRight': [0.7310153, -0.120862514, 3.44500327], 'ThumbRight': [0.720185459, -0.0679078847, 3.4154]};-15;-35;5;0.382;Undefined;-112.450;-0.545;3.205;22.550;-0.675;3.182;-0.398;3.068;-0.526;3.125
1897;AW_171220;2020-12-17 05:12:23.436070;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.499;3.071;1.286;05:12:23.4360704;{'SpineBase': [0.488614678, 0.0792242661, 3.13761377], 'SpineMid': [0.498633116, 0.282377869, 3.07103777], 'Neck': [0.506491, 0.4814736, 2.99497819], 'Head': [0.5480613, 0.6004307, 2.95423865], 'ShoulderLeft': [0.3822452, 0.369998336, 2.97029567], 'ElbowLeft': [0.316010147, 0.158403963, 3.03474188], 'WristLeft': [0.331962943, -0.069112964, 3.07180262], 'HandLeft': [0.346954823, -0.141372368, 3.09234834], 'ShoulderRight': [0.6466934, 0.3946479, 3.08124614], 'HandRight': [0.6954079, -1.39383164e-05, 3.28042245], 'HipLeft': [0.429698527, 0.07863748, 3.09650469], 'FootLeft': [0.332648128, -0.232327342, 3.14537454], 'HipRight': [0.5389077, 0.078766264, 3.12609839], 'AnkleRight': [0.540003359, 0.0133124525, 3.0102005], 'SpineShoulder': [0.505186558, 0.4322889, 3.01580381], 'HandTipLeft': [0.362736732, -0.1951259, 3.12392282], 'ThumbLeft': [0.371322632, -0.137559175, 3.05680013], 'HandTipRight': [0.703945935, -0.0682763159, 3.28575277], 'ThumbRight': [0.691121638, -0.06122605, 3.26725]};-15;-45;5;0.374;Undefined;-112.760;-0.499;3.071;22.240;-0.647;3.081;-0.382;2.970;-0.505;3.016
1898;AW_171220;2020-12-17 05:12:23.669456;frontaldl;1.833;0.000;0.000;0.0;0.0;0.0;0.0;0.000;4037937054;-0.520;2.991;1.317;05:12:23.6694563;{'SpineBase': [0.521564543, 0.0435758941, 3.05269575], 'SpineMid': [0.519582, 0.2495273, 2.99113226], 'Neck': [0.5172048, 0.451124132, 2.919802], 'Head': [0.560446441, 0.573546648, 2.87319875], 'ShoulderLeft': [0.3972609, 0.339847922, 2.890304], 'ElbowLeft': [0.33553496, 0.130946442, 2.96478868], 'WristLeft': [0.336659044, -0.08322683, 2.99299049], 'HandLeft': [0.3532122, -0.151521787, 3.016928], 'ShoulderRight': [0.665683448, 0.3611553, 2.99475956], 'HandRight': [0.7216368, -0.0390493944, 3.197857], 'HipLeft': [0.4527809, 0.0403771959, 3.00074482], 'KneeLeft': [0.294248551, -0.1368675, 3.03510046], 'FootLeft': [0.36990115, -0.282839, 3.080265], 'HipRight': [0.5799424, 0.045769874, 3.050315], 'SpineShoulder': [0.5181042, 0.401353657, 2.93942285], 'HandTipLeft': [0.363424331, -0.210505053, 3.04507375], 'ThumbLeft': [0.38138923, -0.171053886, 3.00100017], 'HandTipRight': [0.7275588, -0.08862936, 3.21347713], 'ThumbRight': [0.699566364, -0.01703581, 3.16340017]};-25;-40;10;0.375;Undefined;-111.260;-0.520;2.991;23.740;-0.666;2.995;-0.397;2.890;-0.518;2.939
